GUID,UN LOCODE,Latitude,Longitude,Mile,Facility Type,Official Name,Port Name,Waterway Name
0Q1G,HMJ,29.91667,-90.07111,97,Dock,INTERNATIONAL-MATEX TANK TERMINALS LTD GRETNA DOCKS,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0YDD,WWO,29.916701,-90.141124,101.7,Dock,CITY OF WESTWEGO NINE-MILE POINT LANDING,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0E2F,PPQ,29.917095,-91.236284,19,Mile point,MILE 19  PORT ALLEN ROUTE,Gulf Intracoastal Waterway Morgan City-Port Allen Route LA,Gulf Intracoastal Waterway Morgan City-Port Allen Route LA
0EEH,BWT,29.917218,-89.809473,60,,PARIS ROAD BRIDGE,Mississippi River Gulf Outlet,Mississippi River Gulf Outlet
0H3F,MSY,29.91726,-90.075777,7,Mile point,MILE 1  GIWE,Gulf Intracoastal Waterway Mobile Bay AL to New Orleans LA,Gulf Intracoastal Waterway Mobile Bay AL to New Orleans LA
0SLT,POA,29.917282,-93.887794,280.5,Dock,R & R Marine Maintenance Ship Berth Dock,Gulf Intracoastal Waterway Sabine River to Galveston TX,Gulf Intracoastal Waterway Sabine River to Galveston TX
0X7M,MSY,29.917778,-90.083333,98.1,Dock,COASTAL CARGO CO. HARMONY STREET WHARF,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0X5Q,GTL,29.918116,-90.067091,97.1,Dock,CRESCENT CITY CONNECTION JACKSON AVENUE FERRY GRETNA LANDING,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0X54,WWO,29.918521,-90.141762,101.8,Dock,PROGRESSIVE BARGE LINE WESTWEGO WHARF,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0X7L,MSY,29.919013,-90.080524,97.8,Dock,COASTAL CARGO CO. SEVENTH STREET WHARF,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0SLU,POA,29.919229,-93.885802,280.3,Dock,Vessel Repair South Wharf,Gulf Intracoastal Waterway Sabine River to Galveston TX,Gulf Intracoastal Waterway Sabine River to Galveston TX
0X5W,MSY,29.919858,-90.077769,97.6,Dock,BOARD OF COMMISSIONERS OF THE PORT OF NEW ORLEANS WASHINGTON AVENUE WHARF,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0SMC,POA,29.920307,-93.885202,280.2,Dock,Vessel Repair Port Arthur Slip,Gulf Intracoastal Waterway Sabine River to Galveston TX,Gulf Intracoastal Waterway Sabine River to Galveston TX
0WVZ,AVD,29.920396,-90.200915,108.4,Dock,WOOD RESOURCES CORP. AVONDALE WHARF,Mississippi River Baton Rouge LA to New Orleans LA,Mississippi River Baton Rouge LA to New Orleans LA
0A0J,,29.920782,-92.620084,191,Mile point,MILE 191  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0SAL,GTL,29.920833,-90.063611,96.8,Dock,John W. Stone Oil Distributor Gretna Mooring Wharf Dock No. 8 ,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0X85,MSY,29.920912,-90.134772,101.7,Dock,NEW ORLEANS STEAMBOAT CO. AUDUBON PARK EXCURSION BOAT LANDING,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0X52,WWO,29.920997,-90.142659,101.9,Dock,NATIONAL GYPSUM CO. and VOPAK TERMINAL WESTWEGO  WESTWEGO PLANT WHARF,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0X5V,MSY,29.921056,-90.075296,97.5,Dock,STATE OF LOUISIANA HARBOR POLICE (THIRD STREET) WHARF,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0SEY,AVD,29.921069,-90.196494,108.3,Dock,International-Matex Tank Terminals Avondale Dock No. 3.,Mississippi River Baton Rouge LA to New Orleans LA,Mississippi River Baton Rouge LA to New Orleans LA
0Q1S,WWO,29.92111,-90.19722,108,Dock,INTERNATIONAL - MATEX TANK TERMINALS AVONDALE DOCK NOS 1 2 AND 3,Mississippi River Baton Rouge LA to New Orleans LA,Mississippi River Baton Rouge LA to New Orleans LA
0QZA,,29.921281,-91.462674,96,Mile point,MILE 96  ATCHAFALAYA RIVER,Atchafalaya River LA (Upper),Atchafalaya River LA (Upper)
0SMD,POA,29.921307,-93.885215,280.2,Dock,Vessel Repair Port Arthur Marine-Railway Pier,Gulf Intracoastal Waterway Sabine River to Galveston TX,Gulf Intracoastal Waterway Sabine River to Galveston TX
0X8M,MSY,29.921449,-89.973689,88.7,Dock,CRESCENT CITY CONNECTION WEST-BANK FERRY LOWER ALGIERS LANDING,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0SEZ,AVD,29.921667,-90.194722,108.2,Dock,International-Matex Tank Terminals Avondale Dock No. 1.,Mississippi River Baton Rouge LA to New Orleans LA,Mississippi River Baton Rouge LA to New Orleans LA
0DL1,MXP,29.921767,-89.928196,86,Mile point,MILE 86  LOWER MISS RIVER,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0PHR,GTL,29.921784,-90.066734,97,,GRETNA FERRY LANDING,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
06W4,POA,29.921853,-93.883356,280,Mile point,MILE 280  GIWW,Gulf Intracoastal Waterway Sabine River to Galveston TX,Gulf Intracoastal Waterway Sabine River to Galveston TX
0D8N,GTL,29.921888,-90.066559,97,Mile point,MILE 97  LOWER MISS RIVER,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0X5U,MSY,29.921944,-90.072222,97.3,Dock,EMPIRE STEVEDORING (LA) FIRST STREET WHARF,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0SMS,POA,29.921957,-93.883432,280,Dock,Vessel Repair Port ArthurNorth Wharf,Gulf Intracoastal Waterway Sabine River to Galveston TX,Gulf Intracoastal Waterway Sabine River to Galveston TX
0QV8,POA,29.92222,-93.8825,288,Dock,VESSEL REPAIR WHARVES,Gulf Intracoastal Waterway Sabine River to Galveston TX,Gulf Intracoastal Waterway Sabine River to Galveston TX
0SFN,AVD,29.922222,-90.193056,108.1,Dock,International-Matex Tank Terminals Avondale Dock No. 2.,Mississippi River Baton Rouge LA to New Orleans LA,Mississippi River Baton Rouge LA to New Orleans LA
0SAC,GTL,29.922342,-90.062018,96.7,Dock,John W. Stone Oil Distributor Gretna Mooring Wharf Dock No. 5 (SP Dock),Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0QW8,MSY,29.922616,-89.945328,87,Virtual Dock,FOREIGN TRAFFIC ONLY,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0FQ0,CLQ,29.922944,-89.961848,88,,JCT ALGIERS LOCK AND CANAL,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0DGP,MSY,29.923046,-90.139321,102,Mile point,MILE 102  LOWER MISS RIVER,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0P3R,MXP,29.923382,-89.924383,86,Anchorage,MERAUX ANCHORAGE,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
08A1,,29.923547,-85.296375,322,Mile point,MILE 322  GIWW,Gulf Intracoastal Waterway Apalachee Bay to Panama City FL,Gulf Intracoastal Waterway Apalachee Bay to Panama City FL
0YSM,MSY,29.923624,-90.13525,102.1,Dock,BISSO TOWBOAT CO. MOORING WHARF,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0.00E+00,MSY,29.923768,-90.210099,109,Mile point,MILE 109  LOWER MISS RIVER,Mississippi River Baton Rouge LA to New Orleans LA,Mississippi River Baton Rouge LA to New Orleans LA
0SAP,GTL,29.923932,-90.060318,96.55,Dock,John W. Stone Oil Distributor Gretna Mooring Wharf Fuel Docks Nos. 1 and 2,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0R8Q,MXP,29.924063,-89.931841,86,Open Water,MERAUX MIDSTREAM BUOY SYSTEM,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0FQ3,CLQ,29.924103,-89.96118,88,Mile point,MILE 88  LOWER MISS RIVER,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0FPY,MXP,29.924198,-89.944391,87,Mile point,MILE 87  LOWER MISS RIVER,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0SFP,AVD,29.924444,-90.190278,107.8,Dock,Litton/Avondale Industries Main Plant Wet Dock No. 1.,Mississippi River Baton Rouge LA to New Orleans LA,Mississippi River Baton Rouge LA to New Orleans LA
0ZW8,ARA,29.924722,-91.837778,0,Dock,PORT OF IBERIA PUBLIC WHARVES,Port Canal,Port Canal
0X86,MSY,29.925,-90.135278,102.3,Dock,E. N. BISSO AND SON NEW ORLEANS DOCK,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0SAQ,GTL,29.925,-90.059722,96.45,Dock,John W. Stone Oil Distributor Gretna Mooring Wharf Dock No. 3,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0SFQ,AVD,29.925035,-90.186282,107.6,Dock,Litton/Avondale Industries Main Plant Upper Yard Dock.,Mississippi River Baton Rouge LA to New Orleans LA,Mississippi River Baton Rouge LA to New Orleans LA
09CV,,29.925491,-92.963837,213,Mile point,MILE 213  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0A0K,OGK,29.925498,-92.635472,192,Mile point,MILE 192  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0WVY,HRJ,29.925556,-90.205556,108.7,Dock,WESTERN TOWING CO. HARAHAN FLEET MOORING,Mississippi River Baton Rouge LA to New Orleans LA,Mississippi River Baton Rouge LA to New Orleans LA
0QXY,MSY,29.92584,-90.062331,7,Mile point,MILE 2  GIWE,Gulf Intracoastal Waterway Mobile Bay AL to New Orleans LA,Gulf Intracoastal Waterway Mobile Bay AL to New Orleans LA
0SF1,GTL,29.92586,-90.058494,96.2,Dock,John W. Stone Oil Distributor Gretna Mooring Wharf Dock No. 4,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0X64,MXP,29.926027,-89.946039,87,Dock,MURPHY OIL USA MERAUX REFINERY WHARF,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0A0L,OGK,29.92604,-92.637603,192,,GUEYDAN CANAL,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0D8E,MSY,29.926173,-90.194197,108,Mile point,MILE 108  LOWER MISS RIVER,Mississippi River Baton Rouge LA to New Orleans LA,Mississippi River Baton Rouge LA to New Orleans LA
0X99,MSY,29.926378,-90.066159,96.6,Dock,BOARD OF COMMISSIONERS OF THE PORT OF NEW ORLEANS CELESTE STREET WHARF,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0X87,MSY,29.926479,-90.135303,102.4,Dock,BISSO MARINE CO. WALNUT STREET MOORING,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0B6P,,29.926557,-93.33991,11,Mile point,MILE 11  CALCASIEU RIVER,Lake Charles LA,Lake Charles LA
0ZW9,ARA,29.926667,-91.838611,7,Dock,LOADMASTER DERRICK AND EQUIPMENT INC. PORT OF IBERIA WHARVES,Acadiana Navigation Channel,Acadiana Navigation Channel
0SFR,AVD,29.926667,-90.184722,107.5,Dock,Litton/Avondale Industries Main Plant Wet Dock No. 2.,Mississippi River Baton Rouge LA to New Orleans LA,Mississippi River Baton Rouge LA to New Orleans LA
0VVZ,POA,29.926763,-93.879211,279.6,Dock,ATLANTIC SHIPPERS OF TEXAS PORT ARTHUR SLIP WHARF,Gulf Intracoastal Waterway Sabine River to Galveston TX,Gulf Intracoastal Waterway Sabine River to Galveston TX
0DDX,CLQ,29.926804,-89.977421,89,Mile point,MILE 89  LOWER MISS RIVER,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
071H,,29.926882,-92.98185,214,Mile point,MILE 214  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0Q1K,GTL,29.92694,-90.05833,96,Dock,JOHN W STONE OIL DISTRIBUTOR LLC GRETNA DOCKS,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0ZWA,ARA,29.926944,-91.838889,7,Dock,CENTRAL GULF SHIPYARD L.L.C. PORT OF IBERIA WHARF,Acadiana Navigation Channel,Acadiana Navigation Channel
0SGX,CLQ,29.927222,-89.967222,88.4,Dock,Chalmette Refining No. 5 Dock.,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0SGC,CLQ,29.927494,-89.965386,88.3,Dock,ExxonMobil Corp. Crude Wharf.,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0F9J,,29.927554,-85.016635,19,Mile point,MILE 19  APALACHICOLA RIVER,Apalachicola Chattahoochee and Flint Rivers GA and FL,Apalachicola Chattahoochee and Flint Rivers GA and FL
0EMF,PPQ,29.927599,-91.247243,20,Mile point,MILE 20 PORT ALLEN ROUTE,Gulf Intracoastal Waterway Morgan City-Port Allen Route LA,Gulf Intracoastal Waterway Morgan City-Port Allen Route LA
0SFA,CLQ,29.92787,-89.969402,88.5,Dock,ExxonMobil Corp. No. 6 Dock.,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
071J,,29.927886,-92.998444,215,Mile point,MILE 215  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0SFB,CLQ,29.928056,-89.971667,88.7,Dock,Chalmette Refining Boom Dock.,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0Q1V,CLQ,29.92806,-89.97167,88,Dock,CHALMETTE REFINING LLC,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0X5X,CLQ,29.928311,-89.970805,88.6,Dock,CRESCENT CITY CONNECTION EAST-BANK FERRY CHALMETTE LANDING,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0SF0,GTL,29.928333,-90.057222,96.1,Dock,John W. Stone Oil Distributor Gretna Dock Nos. 6 and 7.,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0Q1P,MSY,29.92861,-90.19528,107,Dock,LOUISIANA DOCK CO INC,Mississippi River Baton Rouge LA to New Orleans LA,Mississippi River Baton Rouge LA to New Orleans LA
0ZWB,ARA,29.928611,-91.839722,7,Dock,VERMILION SHELL AND LIMESTONE CO. INC. PORT OF IBERIA WHARF,Acadiana Navigation Channel,Acadiana Navigation Channel
0ZV1,ARA,29.928611,-91.821944,1,Dock,DIVERSIFIED MATERIALS L.L.C. WEEKS ISLAND ROAD YARD WHARF,Port Canal,Port Canal
0ZWC,ARA,29.928889,-91.838889,7,Dock,ESTIS WELL SERVICE L.L.C. PORT OF IBERIA WHARF,Acadiana Navigation Channel,Acadiana Navigation Channel
0SEX,AVD,29.928889,-90.220833,110,Fleeting Area,Wood Resources Corp. Point Landing Fleet Mooring.,Mississippi River Baton Rouge LA to New Orleans LA,Mississippi River Baton Rouge LA to New Orleans LA
0X53,WWO,29.928958,-90.143615,102.4,Dock,VOPAK TERMINAL WESTWEGO NINE-MILE POINT WHARF,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
071K,,29.929042,-93.014938,216,Mile point,MILE 216  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0D8F,MSY,29.92906,-90.19185,108,Dock,SHIPSIDE  AVONDALE,Mississippi River Baton Rouge LA to New Orleans LA,Mississippi River Baton Rouge LA to New Orleans LA
0S9R,HRJ,29.929077,-90.195556,108,Fleeting Area,Louisiana Dock Co. Mile 108 Fleet Mooring.,Mississippi River Baton Rouge LA to New Orleans LA,Mississippi River Baton Rouge LA to New Orleans LA
0X98,MSY,29.929128,-90.063582,96.3,Dock,BOARD OF COMMISSIONERS OF THE PORT OF NEW ORLEANS MARKET STREET WHARF,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0E7X,MSY,29.92927,-90.191927,108,Virtual Dock,FOREIGN TRAFFIC ONLY,Mississippi River Baton Rouge LA to New Orleans LA,Mississippi River Baton Rouge LA to New Orleans LA
0P9U,MSY,29.92927,-90.191927,108,Virtual Dock,FOREIGN TRAFFIC ONLY,Mississippi River Baton Rouge LA to New Orleans LA,Mississippi River Baton Rouge LA to New Orleans LA
09CT,,29.92931,-92.94642,212,Dock,MISERE VIA LITTLE LAKE,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0SFC,CLQ,29.929336,-89.973054,88.8,Dock,EXXONMOBIL CORP. NO. 1 DOCK,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
09CS,,29.929528,-92.946576,212,,BELL CITY CANAL,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
09CU,,29.929528,-92.946576,212,,CHALKLEY VIA BELL CITY CANAL,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
09CR,,29.929528,-92.946576,212,,LITTLE LAKE MISERE,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0SFD,CLQ,29.929705,-89.974741,89,Dock,ExxonMobil Corp. No. 2 Dock.,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0ZLM,ARA,29.929722,-91.838611,7,Dock,NABORS OFFSHORE CORP. PORT OF IBERIA WHARF,Acadiana Navigation Channel,Acadiana Navigation Channel
0ZV0,ARA,29.929722,-91.832778,0,Dock,CHART INDUSTRIES INC. NEW IBERIA PORT CANAL WHARF,Port Canal,Port Canal
0SG8,AVD,29.929722,-90.180556,107.1,Dock,Litton/Avondale Industries Main Plant Wet Dock No. 3.,Mississippi River Baton Rouge LA to New Orleans LA,Mississippi River Baton Rouge LA to New Orleans LA
09CQ,,29.929899,-92.949796,212,Mile point,MILE 212  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0ZVK,ARA,29.93,-91.833056,0,Dock,DYNAMIC INDUSTRIES INC. PORT OF IBERIA WHARVES,Port Canal,Port Canal
071L,,29.930272,-93.031905,217,Mile point,MILE 217  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0SFE,CLQ,29.930428,-89.977056,89.1,Dock,ExxonMobil Corp. No. 4 Dock.,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
08PW,,29.930762,-92.652495,193,Mile point,MILE 193  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
08PY,,29.93086,-92.65442,193,Dock,CAMERON REFINERY,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
08PX,,29.93086,-92.65442,193,Dock,INTRACOASTAL MARINE SERVICE CO,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0SFF,CLQ,29.930977,-89.978654,89.2,Dock,ExxonMobil Corp. Coke Dock.,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0ZVM,ARA,29.931111,-91.836667,0,Dock,COASTLINE MARINE INC. A SUBSIDIARY OF ESTIS WELL SERVICE L.L.C.,Port Canal,Port Canal
0ZVN,ARA,29.931111,-91.835278,0,Dock,DELTA SEABOARD WELL SERVICE INC. PORT OF IBERIA WHARF,Port Canal,Port Canal
0YDE,MSY,29.931282,-89.99545,90,Dock,BELLE CHASSE MARINE TRANSPORTATION ALGIERS WEST-BANK LANDING,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
071M,,29.931383,-93.048803,218,Mile point,MILE 218  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
