GUID,UN LOCODE,Latitude,Longitude,Mile,Facility Type,Official Name,Port Name,Waterway Name
00CX,HXB,46.276906,-124.030351,1,,BAKER BAY,Columbia River at Bakers Bay WA,Columbia River at Bakers Bay WA
00CW,HXB,46.276906,-124.030351,1,,SAND ISLAND ORE,Columbia River at Bakers Bay WA,Columbia River at Bakers Bay WA
006C,AST,46.279253,-123.710236,20,,JOHN DAY BURNSIDE,Columbia and Lower Willamette Rivers below Vancouver WA and Portland OR,Columbia and Lower Willamette Rivers below Vancouver WA and Portland OR
104H,PSC,46.280079,-118.830783,13,Mile point,Mile 13 Snake River,Snake River OR WA and ID,Snake River OR WA and ID
006B,,46.28253,-123.811,20,Dock,MARITIME LAYUP ASTO,Columbia and Lower Willamette Rivers below Vancouver WA and Portland OR,Columbia and Lower Willamette Rivers below Vancouver WA and Portland OR
10P9,,46.283477,-119.267603,338,Mile point,MILE 338  COLUMBIA RIVER,Columbia River Between Wenatchee and Kettle Falls WA,Columbia River Between Wenatchee and Kettle Falls WA
02D1,RLD,46.283781,-119.267653,338,,HANFORD WASH,Columbia River Between Wenatchee and Kettle Falls WA,Columbia River Between Wenatchee and Kettle Falls WA
02D0,RLD,46.283781,-119.267653,338,,RICHLAND LIGHT WASH,Columbia River Between Wenatchee and Kettle Falls WA,Columbia River Between Wenatchee and Kettle Falls WA
00CV,CJC,46.284141,-124.046818,2,,CAPE DISAPPOINTMENT WASH,Columbia River at Bakers Bay WA,Columbia River at Bakers Bay WA
03FU,,46.284942,-123.720614,3,,BRUSCO BOOM,Deep River WA,Deep River WA
03FT,,46.284942,-123.720614,3,,CROWN ZELLERBACH CHIPPING PLNT,Deep River WA,Deep River WA
03FV,,46.284942,-123.720614,3,,KNAPPTON CORP (KC) - LOGS,Deep River WA,Deep River WA
021S,BB2,46.289619,-118.804822,15,,FISH HOOK PARK,Snake River OR WA and ID,Snake River OR WA and ID
006A,AST,46.289718,-123.699771,20,,CATHLAMET BAY,Columbia and Lower Willamette Rivers below Vancouver WA and Portland OR,Columbia and Lower Willamette Rivers below Vancouver WA and Portland OR
103D,PSC,46.289802,-118.818893,14,Mile point,MILE 14 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
103E,PSC,46.290415,-118.802496,15,Mile point,Mile 15 Snake River,Snake River OR WA and ID,Snake River OR WA and ID
03FY,,46.290956,-123.718,4,,DEEP RIVER WEYERHAUSER,Deep River WA,Deep River WA
03FW,,46.290956,-123.718,4,,EXETER LBR CO BOOM,Deep River WA,Deep River WA
03G2,,46.290956,-123.718,4,,ONEIDA READY MIX PLANT,Deep River WA,Deep River WA
03FX,,46.290956,-123.718,4,,SVENSONS LANDING,Deep River WA,Deep River WA
104K,,46.291722,-118.797993,15,Mile point,Mile 15 Snake River,Snake River OR WA and ID,Snake River OR WA and ID
03G7,,46.294533,-123.689423,8,,GRAYS RIVER BOOM,Grays River WA,Grays River WA
03G5,,46.294533,-123.689423,8,,GRAYS RIVER CITY DOCK ONEIDA,Grays River WA,Grays River WA
03G6,,46.294533,-123.689423,8,,H B & A LOGGING CO ROLLWAY,Grays River WA,Grays River WA
021U,BB2,46.296758,-118.76795,17,,ELEVATOR,Snake River OR WA and ID,Snake River OR WA and ID
021V,BB2,46.296758,-118.76795,17,,VOTAW,Snake River OR WA and ID,Snake River OR WA and ID
03G1,,46.296971,-123.715386,5,,JOHNSON BROS BOOM,Deep River WA,Deep River WA
00CZ,CJC,46.298028,-124.042019,4,,WALLACUT RIVER MOUTH,Columbia River at Bakers Bay WA,Columbia River at Bakers Bay WA
03G4,,46.299983,-123.689712,9,,PORTLAND LBR CO ROLLWAY,Grays River WA,Grays River WA
03G0,,46.302985,-123.712771,6,,CROWN ZELLERBACH BOOM,Deep River WA,Deep River WA
03FZ,,46.302985,-123.712771,6,,DEEP RIVER BRIDGE,Deep River WA,Deep River WA
104N,BB2,46.303213,-118.767272,17,Mile point,Mile 17 Snake River,Snake River OR WA and ID,Snake River OR WA and ID
0ZES,CJC,46.304722,-124.04027,4,Dock,JESSIE'S ILWACO FISH CO WHARF,Columbia River at Bakers Bay WA,Columbia River at Bakers Bay WA
0UDU,CJC,46.305,-124.04083,1,Dock,CHINOOK PACKING CO  ILWACO WHARF,Columbia River at Bakers Bay WA,Columbia River at Bakers Bay WA
1044,PSC,46.31544,-118.777415,18,Mile point,MILE 18 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
10KU,,46.324027,-118.764162,19,Mile point,MILE 19 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
0T4J,RLD,46.334444,-119.265,343.3,Dock,Port of Benton North Richland High Dock.,Columbia River Between Wenatchee and Kettle Falls WA,Columbia River Between Wenatchee and Kettle Falls WA
10KV,,46.335515,-117.024074,147,Mile point,MILE 147 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
104R,PSC,46.339573,-118.758659,20,Mile point,MILE 20 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
1047,,46.342432,-117.041178,146,Mile point,MILE 146 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
1070,,46.347735,-117.060267,145,Mile point,Mile 145 Snake River,Snake River OR WA and ID,Snake River OR WA and ID
0RAD,RLD,46.34861,-119.26417,343,Dock,PORT OF BENTON BARGE SLIP,Columbia River Between Wenatchee and Kettle Falls WA,Columbia River Between Wenatchee and Kettle Falls WA
0T4H,RLD,46.348611,-119.26416,343.1,Dock,Port of Benton North Richland Barge Slip.,Columbia River Between Wenatchee and Kettle Falls WA,Columbia River Between Wenatchee and Kettle Falls WA
01M6,LWS,46.35,-117.03634,210,Dock,CAMP CREEK LANDING OREGON,Snake River OR WA and ID,Snake River OR WA and ID
01M3,LWS,46.35,-117.03634,205,Dock,COPPER RIVER & MT,Snake River OR WA and ID,Snake River OR WA and ID
01LX,LWS,46.35,-117.03634,197,Dock,DOUGLAS BAR LANDING IDAHO,Snake River OR WA and ID,Snake River OR WA and ID
01LW,LWS,46.35,-117.03634,195,Dock,EUREKA BAR LANDING,Snake River OR WA and ID,Snake River OR WA and ID
216,LWS,46.35,-117.03634,168,Dock,GRANDE RONDE IDAHO,Snake River OR WA and ID,Snake River OR WA and ID
215,LWS,46.35,-117.03634,166,Dock,HELLER BAR,Snake River OR WA and ID,Snake River OR WA and ID
021C,LWS,46.35,-117.03634,179,Dock,HI MT SHEEP DAMSITE,Snake River OR WA and ID,Snake River OR WA and ID
01NT,LWS,46.35,-117.03634,232,Dock,JOHNSON BAR LANDING,Snake River OR WA and ID,Snake River OR WA and ID
01NL,LWS,46.35,-117.03634,219,Dock,KIRBY CREEK LODGE,Snake River OR WA and ID,Snake River OR WA and ID
01NM,LWS,46.35,-117.03634,223,Dock,KIRKWOOD BAR LANDING,Snake River OR WA and ID,Snake River OR WA and ID
021G,LWS,46.35,-117.03634,186,Dock,NEZ PERCE DAMSITE,Snake River OR WA and ID,Snake River OR WA and ID
01NK,LWS,46.35,-117.03634,218,Dock,PITTSBURG LANDING,Snake River OR WA and ID,Snake River OR WA and ID
01NU,LWS,46.35,-117.03634,233,Dock,RUSH CREEK,Snake River OR WA and ID,Snake River OR WA and ID
021J,LWS,46.35,-117.03634,188,Dock,SALMON RIVER,Snake River OR WA and ID,Snake River OR WA and ID
01NP,LWS,46.35,-117.03634,226,Dock,TEMPERANCE CREEK LANDING,Snake River OR WA and ID,Snake River OR WA and ID
10PA,,46.350136,-119.263072,343,Mile point,MILE 343  COLUMBIA RIVER,Columbia River Between Wenatchee and Kettle Falls WA,Columbia River Between Wenatchee and Kettle Falls WA
104T,PSC,46.352603,-118.749916,21,Mile point,MILE 21 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
021T,PSC,46.356763,-118.735138,22,Mile point,MILE 22  SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
104V,PSC,46.361369,-118.71717,23,Mile point,MILE 23 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
106Z,,46.36165,-117.062849,144,Mile point,Mile 144 Snake River,Snake River OR WA and ID,Snake River OR WA and ID
104Y,PQW,46.363003,-118.698922,24,Mile point,MILE 24 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
01QC,LWS,46.372034,-117.056453,147,,RIVERS LOGGING LANDING,Snake River OR WA and ID,Snake River OR WA and ID
01QD,LWS,46.372034,-117.056453,147,,WAHA LANDING,Snake River OR WA and ID,Snake River OR WA and ID
106Y,,46.374087,-117.054529,143,Mile point,Mile 143 Snake River,Snake River OR WA and ID,Snake River OR WA and ID
104Z,PSC,46.377329,-118.695502,25,Mile point,MILE 25 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
01Q9,CKL,46.37768,-117.0499,146,Dock,ASOTIN WASH,Snake River OR WA and ID,Snake River OR WA and ID
1051,PQW,46.3837,-118.679351,26,Mile point,MILE 26 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
1046,CKL,46.38629,-117.044612,142,Mile point,MILE 142 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
1053,PSC,46.392043,-118.665332,27,Mile point,MILE 27 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
1045,CKL,46.400406,-117.039137,141,Mile point,MILE 141 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
1055,PQW,46.404963,-118.658692,28,Mile point,MILE 28 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
021Y,PQW,46.404992,-118.656908,28,Dock,WINDUST,Snake River OR WA and ID,Snake River OR WA and ID
0USM,ALW,46.41,-118.63611,29,Dock,WALLA WALLA GRAIN GROWERS SHEFFLER DOCK,Snake River OR WA and ID,Snake River OR WA and ID
01Q7,CKL,46.41164,-117.0363,141,Dock,HELLSGATE MARINE,Snake River OR WA and ID,Snake River OR WA and ID
103F,PQW,46.413268,-118.642821,29,Mile point,MILE 29 SNAKE RVER,Snake River OR WA and ID,Snake River OR WA and ID
106X,LWS,46.414255,-117.035663,140,Mile point,Mile 140 Snake River,Snake River OR WA and ID,Snake River OR WA and ID
1043,CKL,46.418711,-117.098308,136,Mile point,MILE 136 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
106U,WMA,46.419766,-117.195017,131,Mile point,MILE 131 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
0UGA,WMA,46.42,-117.08638,136.6,Dock,STEGNER GRAIN TERMINAL DOCK,Snake River OR WA and ID,Snake River OR WA and ID
0ZC0,WMA,46.420278,-117.09444,136.1,Dock,MOUNTAIN FIR CHIP CO. WILAM DIV. DK.,Snake River OR WA and ID,Snake River OR WA and ID
02GQ,LWS,46.4204,-117.00615,0,Dock,LEWISTON IDAHO,Clearwater River ID,Clearwater River ID
0RK6,WMA,46.42111,-117.10194,135,Dock,PORT OF WHITMAN COUNTY SITE H & I WHARVES,Snake River OR WA and ID,Snake River OR WA and ID
0T5J,WMA,46.421111,-117.10194,135.8,Dock,Foss Maritime Co. Site I Wharf.,Snake River OR WA and ID,Snake River OR WA and ID
01Q2,CKL,46.421529,-117.078864,137,Mile point,MILE 137 SNAKE RIV-CONFLUENCE CLEARWATER,Snake River OR WA and ID,Snake River OR WA and ID
0T4X,WMA,46.421667,-117.10944,135.3,Dock,Tidewater Terminal Co. Wilma Dock.,Snake River OR WA and ID,Snake River OR WA and ID
0RJ5,WMA,46.421669,-117.117892,135,Mile point,MILE 135 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
0RA1,WMA,46.42167,-117.10944,134,Dock,TIDEWATER TERMINAL CO. WILMA DOCK,Snake River OR WA and ID,Snake River OR WA and ID
0ZBY,WMA,46.422222,-117.08027,137,Dock,PORT OF WHITMAN COUNTY SITE A DOCK,Snake River OR WA and ID,Snake River OR WA and ID
0UWC,LWS,46.4225,-117.00972,1.4,Dock,LEWIS-CLARK TERMINAL LEWISTON DOCK,Clearwater River ID,Clearwater River ID
0UWE,LWS,46.423333,-117.01166,1.3,Dock,CONTINENTAL GRAIN CO. LEWISTON ELEVATOR DOCK,Clearwater River ID,Clearwater River ID
01PY,WMA,46.42379,-117.208531,130,,BLYTON LANDING,Snake River OR WA and ID,Snake River OR WA and ID
01PZ,WMA,46.42379,-117.208531,130,,SCOFFIELD BAR,Snake River OR WA and ID,Snake River OR WA and ID
01PX,WMA,46.42379,-117.208531,130,,SILCOTT,Snake River OR WA and ID,Snake River OR WA and ID
01Q1,WMA,46.423868,-117.074688,137,Dock,JCT CLEARWATER RIVER,Snake River OR WA and ID,Snake River OR WA and ID
0UWD,LWS,46.424167,-117.01361,1.1,Dock,PORT OF LEWISTON CONTAINER TERMINAL DOCK,Clearwater River ID,Clearwater River ID
106V,WMA,46.424216,-117.175454,132,Mile point,MILE 132 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
02GP,CKL,46.424594,-117.037891,0,,CLEARWATER RIVER MOUTH,Clearwater River ID,Clearwater River ID
0QZN,WMA,46.42472,-117.10667,136,Dock,GRANGER CO. WILMA DOCK,Snake River OR WA and ID,Snake River OR WA and ID
0T5H,WMA,46.424722,-117.10666,135.5,Dock,Granger Co. Wilma Dock.,Snake River OR WA and ID,Snake River OR WA and ID
0RG1,,46.42494,-117.018442,1,Mile point,MILE 1 CLEARWATER RIVER,Clearwater River ID,Clearwater River ID
105A,PQW,46.425221,-118.634623,30,Mile point,MILE 30 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
0UVV,LWS,46.426389,-117.02777,0.5,Dock,MOUNTAIN FIR CHIP CO. LEWISTON DIVISION,Clearwater River ID,Clearwater River ID
103Z,CKL,46.426487,-117.213068,130,Mile point,MILE 130 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
0ZBS,CKL,46.426977,-117.054058,138.3,Dock,LEWIS-CLARK TERM. CLARKSTON GRAIN TERM DK,Clearwater River ID,Clearwater River ID
0UGB,CKL,46.427222,-117.06333,137.8,Dock,PORT OF CLARKSTON DOCK,Snake River OR WA and ID,Snake River OR WA and ID
01Q3,CKL,46.427279,-117.042562,139,Mile point,MILE 139 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
1041,WMA,46.42813,-117.135906,134,Mile point,MILE 134 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
1040,CKL,46.42939,-117.155957,133,Mile point,MILE 133 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
106W,CKL,46.429818,-117.061501,138,Mile point,MILE 138 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
01Q0,CKL,46.430219,-117.150375,133,,SUGARLOAF LANDING,Snake River OR WA and ID,Snake River OR WA and ID
105B,PQW,46.438764,-118.641664,31,Mile point,MILE31 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
106T,CKL,46.440016,-117.211631,129,Mile point,MILE 129 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
105D,PQW,46.451828,-118.633709,32,Mile point,MILE 32 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
01PW,WMA,46.452378,-117.21136,128,Mile point,MILE 128  SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
039H,MGS,46.45412,-86.61076,0,Dock,KIMBERLY CLARK CORP MUNISING DIV R COAL,Lake Superior,Lake Superior
039F,MGS,46.45412,-86.61076,0,Dock,MUNICIPAL DOCK,Lake Superior,Lake Superior
106S,CKL,46.46148,-117.224972,127,Mile point,MILE 127 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
105F,PQW,46.464669,-118.624377,33,Mile point,MILE 33 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
106R,WMA,46.471223,-117.238392,126,Mile point,MILE 126 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
106Q,WMA,46.485226,-117.236741,125,Mile point,MILE 125 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
105J,PQW,46.493275,-118.621548,35,Mile point,MILE 35 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
04SE,MQT,46.49667,-87.34341,0,Dock,MARQUETTE BD OF LIGHT & POWER R/COAL,Lake Superior,Lake Superior
0N16,MQT,46.49667,-87.34302,0,Dock,LS&I DOCK (R/COAL & LIMESTONE) MARQUETTE,Lake Superior,Lake Superior
039K,MQT,46.49694,-87.34302,0,Dock,MARQUETTE DOCK CO R COAL,Lake Superior,Lake Superior
106P,WMA,46.499397,-117.230943,124,Mile point,MILE 124 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
10UH,,46.502803,-84.339571,47,Dock,USCG Station Sault Ste. Marie MI,St. Marys River MI,St. Marys River MI
03H5,,46.503555,-84.35147,47,Lock and/or Dam,ST. MARYS RIVER,St. Marys Falls Canal MI and Sault Ste. Marie Ontario Ship Canal CN,St. Marys Falls Canal MI and Sault Ste. Marie Ontario Ship Canal CN
021X,PQW,46.504824,-118.613927,36,,BOX CANYON,Snake River OR WA and ID,Snake River OR WA and ID
021W,PQW,46.506446,-118.614074,36,Mile point,MILE 36 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
01PV,,46.510852,-117.237059,123,,NISQUALLY JOHN CANYON,Snake River OR WA and ID,Snake River OR WA and ID
103Y,,46.512582,-117.23771,123,Mile point,MILE 123 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
02D3,,46.514463,-119.265491,354,,RINGOLD WASH,Columbia River Between Wenatchee and Kettle Falls WA,Columbia River Between Wenatchee and Kettle Falls WA
105L,PQW,46.517301,-118.600242,37,Mile point,MILE 37 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
106N,,46.526226,-117.245273,122,Mile point,MILE 122 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
0USN,ALW,46.532222,-118.58305,38.5,Dock,LOUIS DREYFUS CORP. WINDUST ELEVATOR DOCK,Snake River OR WA and ID,Snake River OR WA and ID
105N,PQW,46.533698,-118.568784,39,Mile point,MILE 39 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
106M,,46.54024,-117.251242,121,Mile point,MILE 121 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
105Q,PQW,46.54421,-118.555897,40,Mile point,MILE 40 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
10UK,,46.544716,-87.379404,0,Dock,USCG Station Marquette MI,Lake Superior,Lake Superior
01PU,,46.549009,-117.262214,120,,SO SHORELINE ,Snake River OR WA and ID,Snake River OR WA and ID
103X,,46.55091,-117.263664,120,Mile point,MILE 120 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
104J,DYW,46.55491,-118.162119,63,Mile point,MILE 63 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
105R,PQW,46.55658,-118.546589,41,Mile point,Mile 41 Snake River,Snake River OR WA and ID,Snake River OR WA and ID
103H,PQW,46.556869,-118.546851,41,Mile point,MILE 41 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
104L,DYW,46.556942,-118.122331,65,Mile point,MILE 65 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
022M,DYW,46.557023,-118.14508,64,,HUNTER RAPIDS,Snake River OR WA and ID,Snake River OR WA and ID
103L,DYW,46.557456,-118.142472,64,Mile point,MILE 64 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
106L,,46.56018,-117.27958,119,Mile point,MILE 119 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
021Z,PQW,46.560927,-118.537338,41,Lock and/or Dam,LOWER MONUMENTAL LOCK & DAM,Snake River OR WA and ID,Snake River OR WA and ID
022N,DYW,46.561435,-118.106115,66,Dock,TEXAS RAPIDS,Snake River OR WA and ID,Snake River OR WA and ID
022K,,46.561546,-118.180058,62,Mile point,MILE 62 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
05HG,,46.561783,-71.415333,295,,DONNACONA QUEBEC,St. Lawrence River In Canada (Above Mile 112),St. Lawrence River In Canada (Above Mile 112)
103M,DYW,46.56286,-118.10424,66,Mile point,MILE 66 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
022L,,46.563011,-118.181306,62,,STARBUCK WASH,Snake River OR WA and ID,Snake River OR WA and ID
0N0H,PQW,46.565506,-118.529422,42,Dock,CONNEL-ODESSA GRAIN,Snake River OR WA and ID,Snake River OR WA and ID
222,PQW,46.565506,-118.529422,42,Dock,LOWER WINGWALL,Snake River OR WA and ID,Snake River OR WA and ID
221,PQW,46.565506,-118.529422,42,,BEACH,Snake River OR WA and ID,Snake River OR WA and ID
223,PQW,46.565506,-118.529422,42,,THREE SPRINGS SCHOLE,Snake River OR WA and ID,Snake River OR WA and ID
220,PQW,46.565658,-118.529455,42,Mile point,MILE 42 SNAKE RIV,Snake River OR WA and ID,Snake River OR WA and ID
01PT,,46.57028,-117.289953,118,,BISHOP BAR,Snake River OR WA and ID,Snake River OR WA and ID
0USP,ALW,46.570556,-118.1925,61.1,Dock,COLUMBIA COUNTY GRAIN GROWERS LYONS FERRY DOCK,Snake River OR WA and ID,Snake River OR WA and ID
106J,,46.571379,-117.292202,118,Mile point,MILE 118 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
104G,,46.571656,-118.193168,61,Mile point,MILE 61 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
225,PQW,46.572038,-118.511538,43,,PAUL,Snake River OR WA and ID,Snake River OR WA and ID
224,PQW,46.572054,-118.510288,43,Mile point,MILE 43  SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
234,DYW,46.57328,-118.095547,67,,RIPARIA LIGHT,Snake River OR WA and ID,Snake River OR WA and ID
235,DYW,46.57328,-118.095547,67,,RIPARIA WASH,Snake River OR WA and ID,Snake River OR WA and ID
236,DYW,46.574253,-118.072616,68,Mile point,MILE 68  SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
022P,,46.574418,-118.093301,67,Mile point,MILE 67 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
237,,46.574672,-118.075897,68,,MCQUIRE,Snake River OR WA and ID,Snake River OR WA and ID
02D4,,46.575796,-119.355645,360,,BOUNDARY,Columbia River Between Wenatchee and Kettle Falls WA,Columbia River Between Wenatchee and Kettle Falls WA
02D5,,46.575796,-119.355645,360,,COYOTE RAPIDS,Columbia River Between Wenatchee and Kettle Falls WA,Columbia River Between Wenatchee and Kettle Falls WA
104M,,46.577571,-118.052064,69,Mile point,MILE 69 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
227,PQW,46.57816,-118.492903,44,,RUXBY,Snake River OR WA and ID,Snake River OR WA and ID
226,PQW,46.57866,-118.493023,44,Mile point,MILE 44  SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
01PS,,46.578713,-117.305892,117,,KEITH CANYON  MILE 117 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
103W,,46.580288,-117.308588,117,Mile point,MILE 117 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
04SH,MQT,46.58044,-87.38973,0,Dock,L S & I RAILROAD CO. (MDSE) (S/ORE) PRESQUE ISLE,Lake Superior,Lake Superior
04SG,MQT,46.58044,-87.38934,0,Dock,WE ENERGIES PRESQUE ISLE POWER PLANT,Lake Superior,Lake Superior
103J,PQW,46.580737,-118.389417,50,Mile point,MILE 50 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
105Z,PQW,46.5809,-118.409408,49,Mile point,Mile 49 Snake River,Snake River OR WA and ID,Snake River OR WA and ID
106G,WMA,46.581213,-117.329064,116,Mile point,Mile 116 Snake River,Snake River OR WA and ID,Snake River OR WA and ID
022B,PQW,46.581248,-118.389366,50,,AYERS LIGHT,Snake River OR WA and ID,Snake River OR WA and ID
022A,PQW,46.581248,-118.389366,50,,SNAKE RIVER MI 50 AYERS WASH,Snake River OR WA and ID,Snake River OR WA and ID
022C,PQW,46.581248,-118.389366,50,,UNION PACIFIC RAILROAD BRIDGE,Snake River OR WA and ID,Snake River OR WA and ID
238,,46.581478,-118.032712,70,Mile point,MILE 70  SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
023A,,46.5819,-118.03755,70,Dock,LITTLE GOOSE DAM (COFE),Snake River OR WA and ID,Snake River OR WA and ID
239,,46.582148,-118.027686,70,Lock and/or Dam,LITTLE GOOSE LOCK,Snake River OR WA and ID,Snake River OR WA and ID
106K,,46.582969,-118.206409,60,Mile point,MILE 60 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
228,PQW,46.585566,-118.428789,48,Mile point,MILE 48 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
104Q,,46.585645,-117.890735,77,Mile point,MILE 77 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
02C4,,46.585852,-117.913241,76,,DRY GULCH,Snake River OR WA and ID,Snake River OR WA and ID
02C5,,46.585852,-117.913241,76,,RIDPATCH,Snake River OR WA and ID,Snake River OR WA and ID
02C3,,46.585852,-117.913241,76,,WILD GOOSE ISLAND UPPER END,Snake River OR WA and ID,Snake River OR WA and ID
106D,,46.586498,-117.348527,115,Mile point,Mile 115 Snake River,Snake River OR WA and ID,Snake River OR WA and ID
229,PQW,46.586816,-118.429367,48,,VEER,Snake River OR WA and ID,Snake River OR WA and ID
02C2,,46.587107,-117.910464,76,Mile point,MILE 76  SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
023B,,46.587119,-118.012895,71,Mile point,MILE 71  SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
023C,,46.58777,-117.991734,72,Mile point,MILE 72  SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
02C1,,46.587972,-117.931247,75,Mile point,Mile 75 Snake River,Snake River OR WA and ID,Snake River OR WA and ID
023D,,46.588062,-117.993752,72,,FLAG POLE GULCH,Snake River OR WA and ID,Snake River OR WA and ID
104P,,46.588607,-117.972158,73,Mile point,Mile 73 Snake River,Snake River OR WA and ID,Snake River OR WA and ID
023E,,46.58889,-117.93319,75,,BROWNS GULCH,Snake River OR WA and ID,Snake River OR WA and ID
105U,PQW,46.589923,-118.480764,45,Mile point,MILE 45 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
103T,PQW,46.590633,-118.374135,51,Mile point,MILE 51 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
022H,,46.590708,-118.225827,59,,LYONS FERRY SOUTH BANK,Snake River OR WA and ID,Snake River OR WA and ID
022J,,46.590863,-118.223777,59,Mile point,MILE 59 SNAKE RIV,Snake River OR WA and ID,Snake River OR WA and ID
103N,,46.591363,-117.951658,74,Mile point,MILE 74 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
0VQD,ASX,46.591667,-90.894444,0,Dock,C. REISS COAL CO. 7TH AVE WEST DOCK,Lake Superior,Lake Superior
105Y,PQW,46.593543,-118.445227,47,Mile point,MILE 47 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
106C,PQW,46.593712,-118.278017,56,Mile point,MILE 56 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
022G,,46.59382,-118.2231,59,Dock,LYONS FERRY NORTH BANK,Snake River OR WA and ID,Snake River OR WA and ID
104S,,46.597231,-117.880986,78,Mile point,MILE 78 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
105W,PQW,46.598243,-118.464272,46,Mile point,MILE 46 SNAKE RIVER,Snake River OR WA and ID,Snake River OR WA and ID
